Avg. Area Income,Avg. Area House Age,Avg. Area Number of Rooms,Avg. Area Number of Bedrooms,Area Population,Price
61897.01,7.26,7.25,2.91,54696.4,1691514.17
84204.01,9.18,5.18,3.89,51739.93,1882966.37
65729.74,7.19,8.8,1.61,29371.05,1403727.73
63963.54,5.42,8.47,6.76,52136.39,1455739.75
73724.27,6.6,6.18,4.15,53652.85,1715448.43
49009.47,6.65,5.86,5.05,34933.27,707539.94
60157.48,5.06,7.22,3.41,36613.63,1224635.66
79039.27,4.73,5.55,2.08,35659.59,1073345.63
50065.56,5.92,8.37,5.73,29761.38,832849.95
80494.11,6.78,6.52,2.6,30747.25,1492706.39
84688.69,4.38,8.63,4.41,49257.28,1657091.31
64645.35,5.27,6.16,4.52,40503.96,913285.46
71693.14,6.55,6.88,4.07,30662.67,1431400.64
80510.23,6.02,8.27,3.01,26972.49,1596233.43
63607.96,7.38,6.66,3.8,28638.75,1287601.16
77831.75,4.58,7.26,2.81,34536.74,1370922.49
61429.9,8.31,8.09,4.98,45226.21,1819321.51
63492.71,4.46,6.43,4.68,27626.69,605261.3
60063.67,3.97,5.72,3.95,45112.4,806399.43
72234.93,5.92,5.52,3.28,38117.8,1072174.62
80924.63,4.86,7.58,6.57,37580.71,1400932.34
66620.72,5.94,7.38,2.38,46344.03,1413262.03
55034.03,5.91,8.06,2.08,44533.34,1202968.4
57043.51,5.79,6.71,3.88,22223.16,562753.34
72788.64,5.15,5.54,3.66,25404.16,783925.82
88237.59,6.41,4.61,5.33,33885.05,1437075.1
72779.32,5.67,9.89,4.77,39696.03,1654370.69
64459.46,7.07,7.52,4.02,49706.41,1741700.86
76748.99,5.8,7.13,4.6,36808.8,1571904.3
66030.42,5.02,7.27,4.57,53072.19,1236959.23
64551.24,4.31,5.54,6.57,29149.25,636427.75
58367.74,5.81,6.19,4.29,30827.53,1000097.98
83594.25,4.72,8.75,3.14,33129.1,1537517.65
41520.12,4.64,7.65,4.22,28052.02,384377.47
77086.58,6.5,6.22,1.0,47670.09,1695516.46
63640.41,4.22,5.75,3.94,8672.43,276228.38
64209.59,7.38,6.47,5.32,31165.08,1393853.17
86619.69,6.14,6.67,4.72,47558.96,1758110.84
60971.79,5.94,9.06,4.35,33063.24,1255741.49
61334.82,4.96,6.8,4.78,46811.4,1163491.1
67193.26,6.74,5.79,5.34,57975.02,1560299.08
72993.79,5.98,6.93,5.73,36960.82,1382151.38
63873.7,5.3,7.26,4.53,47764.67,1074377.51
51808.81,6.18,5.7,3.59,60172.94,1110309.35
59356.39,4.31,7.4,1.13,40153.75,985576.82
82239.46,4.36,8.21,5.18,35685.97,1362112.89
69379.97,4.87,7.13,4.61,45119.97,1327807.61
73390.69,6.33,6.18,4.17,47916.35,1535481.63
65796.77,5.98,6.46,3.13,35777.76,1114118.83
61554.07,7.02,5.31,5.17,31360.85,1148201.34
86462.54,5.07,6.85,3.66,53208.15,1710522.23
66577.25,6.55,7.3,3.94,33477.15,1288190.43
63857.56,5.87,6.08,3.91,48010.76,1195894.25
80265.69,5.05,8.95,4.53,38771.96,1653828.81
60884.08,6.36,7.79,2.57,54295.63,1611098.3
62244.4,5.91,5.18,4.67,27736.22,626145.66
68692.21,5.36,5.2,3.09,27717.02,905697.0
68585.88,6.02,6.0,3.14,44643.78,1286900.33
71349.94,5.85,8.58,5.07,24944.38,1387571.2
90876.01,5.83,7.89,2.76,37320.54,2085508.27
72166.73,5.57,8.63,5.07,51530.96,1662941.13
43237.7,4.69,7.0,4.1,18448.54,120709.58
72060.69,6.05,6.78,1.95,40154.23,1403736.35
68986.72,5.19,5.73,5.66,48189.57,1214511.72
69046.09,4.97,7.34,4.36,35905.87,1239252.53
71204.31,5.74,6.79,4.46,26961.6,1068281.36
68277.35,6.71,6.75,5.22,33556.62,1231820.34
68022.26,6.16,8.62,5.82,27840.69,1209932.55
75116.83,5.45,6.86,4.23,36849.4,1180636.8
62805.5,5.41,8.33,4.74,33416.7,1133243.83
58482.56,6.61,5.39,4.44,31068.89,870103.12
100810.46,3.61,9.7,3.56,40789.51,2178429.81
60953.39,6.77,6.61,2.03,51835.72,1251189.29
69650.32,4.12,7.7,4.24,39416.62,1157139.64
52642.25,4.58,7.86,5.68,49498.88,936224.6
69824.32,5.47,6.49,4.7,51832.84,1411831.94
58636.68,8.13,7.82,2.67,30340.59,1359972.04
63867.12,7.64,7.87,5.33,38890.97,1694320.06
79721.3,6.68,6.27,3.6,31945.39,1571827.04
73613.68,6.33,6.28,1.41,21452.52,1105953.36
74641.11,4.14,7.04,5.23,39693.93,1301846.19
49705.5,6.14,6.87,2.82,25720.42,787392.45
88160.63,5.44,8.4,6.17,40969.71,1988864.63
55879.93,5.17,7.7,5.39,20720.91,713030.33
84874.4,6.13,6.92,3.7,37860.11,1754658.86
79470.61,5.51,7.6,4.55,20573.47,1187562.76
74736.21,6.84,4.92,6.96,42851.11,1311053.93
59470.57,4.06,6.37,5.21,32258.7,843316.94
70198.64,6.05,7.28,4.27,31301.8,1168297.71
63563.92,5.11,8.12,7.53,47343.56,1289675.09
68892.5,5.57,7.19,4.12,32971.42,994472.34
65919.86,6.28,8.46,4.7,37263.21,1373473.97
46855.49,4.87,7.87,2.83,34191.73,593796.41
80538.98,6.14,6.5,1.92,41198.87,1495574.74
67718.56,5.77,6.85,3.63,46514.23,1383788.89
63416.0,5.33,7.4,4.03,44456.68,1279929.99
62611.03,5.51,6.54,4.38,31531.31,837511.69
72403.46,5.83,8.54,2.23,48162.79,1612458.94
59057.34,5.22,5.87,4.79,27068.21,773719.18
44547.34,5.99,7.31,2.96,28793.87,846962.93
72922.19,5.7,7.73,4.73,34894.58,1514595.2
74115.6,5.37,6.67,5.13,46552.49,1244904.33
66455.32,7.55,6.45,3.49,24549.25,1354848.48
56348.65,6.39,6.91,2.79,45010.98,1379561.66
69530.87,5.6,7.81,5.88,35619.64,1152851.36
52974.01,6.12,6.49,5.05,31858.19,939680.75
57634.78,4.96,5.91,4.17,47058.73,922452.36
60582.06,5.55,8.15,5.79,28196.49,1017213.46
77577.7,5.66,7.39,4.08,58848.34,1813973.16
64718.29,4.75,8.01,3.22,34409.83,1122099.44
63809.64,6.36,7.76,2.75,37650.18,1456773.91
89416.11,5.48,9.19,3.85,51476.33,2245121.33
72339.55,5.63,8.12,4.93,37909.1,1306322.17
72196.0,5.42,6.26,5.69,47962.52,1282542.28
64642.73,8.91,7.46,4.01,16777.9,1436106.01
62226.87,5.32,6.43,5.47,31770.22,1048911.41
45280.28,3.93,6.53,3.72,40100.58,161269.03
78907.84,4.4,5.56,3.02,46896.09,1155488.79
73361.08,6.73,6.7,2.37,43802.24,1417726.87
66673.45,7.3,7.54,3.36,42872.62,1474244.09
67120.44,5.31,6.92,2.42,46694.0,1372128.8
76428.83,7.25,5.88,6.45,40877.57,1533185.6
52012.9,6.71,5.45,4.52,14891.9,288803.36
62296.04,5.79,9.12,3.86,50476.87,1563383.09
56472.28,5.72,7.32,6.1,27849.17,1087572.92
87463.75,6.16,6.16,2.38,39275.73,1464062.3
77915.74,6.85,7.46,3.81,37959.47,1747859.02
45106.7,6.37,9.2,6.44,36632.73,1267237.17
52449.33,5.31,7.62,3.8,25185.55,715112.45
67172.46,5.81,4.18,6.99,16921.47,773481.45
63547.73,7.94,9.67,4.95,26214.39,1593112.93
54467.73,6.23,5.12,5.59,44363.42,1050362.87
89310.28,6.84,6.78,5.62,21805.28,1735918.57
71914.05,6.51,5.85,3.98,27426.21,1151229.8
73643.59,6.25,6.24,3.38,40312.11,1242508.99
61207.5,6.09,7.28,3.84,25965.81,906257.01
76281.0,6.87,4.9,2.77,30773.25,1004300.1
64528.35,6.69,6.9,3.9,36975.08,1357601.52
65563.13,6.24,8.15,3.97,38968.23,1477012.13
75095.06,5.29,6.14,6.06,25769.28,1046259.65
51221.14,6.36,5.59,4.71,37561.86,796486.18
85604.12,5.91,6.85,6.89,40121.63,1808767.11
70526.9,5.67,6.65,1.32,23526.48,1048781.36
82235.3,8.63,6.39,2.48,38295.32,1895973.02
57121.18,4.46,5.79,3.54,29050.91,530450.91
58743.91,6.93,7.51,5.82,37392.86,1503753.43
56199.47,5.13,7.59,3.85,43339.56,1105664.7
71250.67,6.11,5.91,2.17,34413.63,1144913.15
69286.25,8.52,6.05,3.68,45228.65,1718158.5
63633.3,5.03,7.13,2.51,44011.83,1183769.29
57775.05,5.26,6.02,2.27,45173.21,889420.66
55083.62,5.96,7.17,6.44,40163.87,1012601.67
68066.26,5.14,8.47,3.55,47088.11,1463739.01
63620.78,6.86,6.93,4.19,39985.07,1507675.26
61275.8,5.45,5.76,3.87,19615.44,701518.22
85071.88,6.63,7.39,3.67,28301.7,1615455.0
67705.57,4.66,6.81,2.95,34066.27,1063545.67
82119.12,4.19,6.84,3.6,35297.31,1233572.79
62899.6,5.75,7.47,4.39,39713.56,1256324.55
71191.83,4.43,7.69,5.72,28154.0,1062226.47
67991.74,7.48,7.03,5.15,56099.43,1600752.12
50489.74,4.47,6.93,2.48,35146.1,298852.03
83806.23,4.95,9.07,5.2,36086.7,1705294.41
67142.53,6.39,8.2,4.56,29505.82,1266766.28
76538.33,5.4,7.83,3.21,26204.49,1128992.4
60567.88,4.48,7.12,4.2,34909.44,764283.62
66826.09,8.0,5.97,4.68,36436.44,1535549.74
59344.09,4.99,8.13,4.04,35300.48,1068133.67
81756.27,5.79,7.14,4.57,52590.42,1865152.65
71902.0,5.77,6.41,2.92,34909.38,1257538.31
72495.06,6.68,6.74,6.43,35310.15,1338418.81
83058.53,6.44,6.01,1.61,44254.81,1729617.86
80907.29,5.16,8.06,4.69,34465.17,1563222.78
76740.02,5.66,7.68,4.43,41515.94,1545044.73
53430.23,5.76,7.17,4.77,23468.48,742319.55
61168.45,6.72,6.95,3.11,23546.89,1109881.83
57883.56,4.82,6.3,5.42,37374.43,711127.48
76337.05,7.98,4.84,3.85,33864.2,1573081.57
70401.81,5.23,5.56,2.52,28133.43,940216.92
53762.92,5.97,6.24,2.63,37372.38,871342.84
66571.36,4.83,6.09,4.13,38238.32,1111096.68
52658.75,4.69,7.28,2.02,29117.27,508739.16
68016.46,5.11,7.81,6.19,31013.95,1094754.05
50940.04,5.02,6.86,5.27,38312.92,682617.15
74219.24,5.57,8.41,6.23,26028.8,1382576.06
72611.33,5.01,6.2,6.1,30167.97,1131267.97
88917.92,6.67,6.85,3.55,41462.31,1782256.93
77619.63,5.2,6.94,2.91,35926.43,1652822.53
64075.58,5.1,8.09,1.0,31426.76,1014495.43
77301.99,5.59,7.1,3.48,27200.04,1302947.53
53686.7,6.96,7.12,6.15,26106.88,977892.24
58324.97,6.19,5.32,2.96,34855.33,860285.3
72133.63,5.88,6.08,3.72,56269.19,1442656.04
45580.38,4.56,8.1,3.3,41778.43,865883.67
68186.94,4.85,4.89,4.44,22934.32,532578.08
57709.03,4.71,8.35,5.56,43182.12,925545.18
69662.73,7.27,7.49,2.09,28631.05,1333206.88
57096.49,6.51,6.24,2.32,36114.79,1154389.06
73104.64,5.13,6.15,5.81,30318.56,1163242.37
68788.99,5.42,8.9,4.88,56238.84,1520762.56
83508.1,5.16,8.42,3.66,24906.98,1537954.9
68654.78,5.1,6.87,6.08,39275.6,965026.91
60390.8,6.44,7.13,2.3,29361.16,1072540.58
65951.69,5.7,6.34,5.13,43495.87,1078330.03
54256.13,8.04,7.13,3.9,39075.53,1447279.6
72911.61,7.22,6.31,4.73,48614.44,1727290.27
74869.62,7.28,6.91,1.04,43290.32,1804706.35
94899.69,6.64,8.82,3.66,29279.68,2030589.11
61955.47,5.56,6.89,4.89,65106.31,1467836.84
65728.85,6.57,5.93,3.9,41675.6,1107890.12
62446.57,5.63,5.61,5.52,30697.68,728466.64
70843.71,7.59,7.12,5.48,38202.99,1726240.61
72651.06,6.38,6.22,2.8,42424.02,1455953.11
68014.13,6.24,7.24,4.99,42046.49,1430810.93
80161.06,6.11,5.35,2.76,41086.08,1535656.51
62007.23,7.7,7.69,4.05,45755.34,1509840.75
79093.64,4.56,5.92,4.79,44779.6,1335228.37
74322.31,7.8,7.04,2.95,27750.91,1446878.44
68454.79,5.8,6.65,4.95,57085.44,1661224.05
65226.41,4.59,8.73,3.36,55704.21,1528852.72
94446.42,5.24,7.16,3.27,44112.58,1938225.92
59875.32,4.35,8.95,4.85,36547.06,989989.07
71758.37,6.63,7.56,2.95,36717.67,1735225.13
60587.17,4.95,8.43,2.89,32949.64,1251098.6
87614.15,6.15,6.78,5.26,34233.74,1695403.16
78034.8,7.1,7.34,4.11,14459.16,1485561.74
61353.15,5.31,8.22,2.19,51350.86,1349468.3
74046.24,5.71,7.9,5.03,47849.23,1506515.18
71329.52,4.69,7.53,3.48,19521.88,1005910.47
63076.81,5.6,6.66,2.25,44996.13,1083835.6
76663.51,8.53,6.83,1.0,36086.43,1962155.38
72732.22,6.75,8.14,5.09,34187.47,1700893.91
70881.92,5.72,8.35,2.92,41054.45,1535178.45
68136.22,5.37,6.39,2.45,18865.84,836878.0
73177.18,5.94,6.24,4.77,36051.35,1367066.97
71027.81,6.11,6.08,4.97,36951.85,1271858.01
69212.82,5.57,7.83,3.01,36961.46,1284668.73
61751.05,6.5,6.05,5.1,22590.67,737361.92
86635.16,5.04,7.82,6.51,40598.64,1771357.42
57387.62,5.03,7.54,5.64,46681.66,1139266.24
73140.75,6.35,6.44,5.45,40205.76,1699270.91
65169.87,4.82,8.57,4.37,33888.31,1154037.51
87336.25,6.7,5.51,3.43,62851.73,2043548.61
58953.68,5.97,8.67,3.91,26986.6,1155697.95
60746.56,4.17,7.31,4.52,43839.5,1024806.28
58246.68,6.09,4.9,2.43,38577.49,743862.48
72030.49,4.31,8.6,3.03,56135.21,1557824.31
53949.03,6.67,7.97,2.22,40001.49,1322122.63
63482.84,5.73,6.56,4.27,42129.47,1123000.37
45643.09,7.81,6.02,4.08,41182.24,1111689.82
71145.41,7.04,5.41,3.18,25659.15,1151357.86
63251.71,4.93,9.43,4.99,27539.36,1190087.44
52723.29,3.98,6.06,2.7,33427.0,555126.16
80153.43,5.23,5.71,3.13,45665.02,1357702.59
54645.89,4.77,7.26,4.94,38476.49,695123.57
77076.83,7.79,5.34,5.12,34111.16,1489919.05
61111.31,5.97,6.0,3.0,49782.08,1106407.3
85652.55,6.9,7.99,4.27,16487.38,1397877.93
76571.71,5.7,7.46,3.02,23301.99,1241791.35
57839.23,5.8,6.6,3.74,11384.25,602550.84
58808.73,5.95,7.01,4.16,48155.48,1339277.97
75036.69,7.08,6.54,4.67,35202.99,1404752.86
65786.57,6.29,6.93,4.37,45753.45,1406098.84
66778.15,4.93,6.22,4.32,35078.61,1060485.05
82142.52,7.59,6.4,2.65,46318.1,1844702.51
60603.47,5.69,6.37,4.46,34904.98,1009007.28
69556.01,5.53,6.26,4.66,40231.37,1348488.54
78757.42,3.18,8.04,4.83,38778.37,1011275.12
77206.57,6.61,7.77,3.09,39514.74,1726963.36
66881.85,6.08,6.05,5.11,52884.02,1505865.82
65503.84,6.08,5.78,2.36,20040.59,786328.45
50050.7,5.58,6.83,3.45,35484.3,911470.43
57325.54,5.41,9.17,3.64,38128.02,1290252.21
71976.07,5.61,5.95,2.43,36642.25,1334312.64
67113.45,6.44,6.83,3.62,32213.99,1288727.12
69381.57,6.61,7.08,4.25,30855.94,1504798.33
79659.36,5.75,6.88,1.73,51348.4,1710110.53
55928.51,6.92,6.53,3.49,35461.09,944537.23
66065.79,5.9,8.16,1.83,60359.62,1642361.04
70594.28,5.48,7.45,6.49,41406.13,1472846.48
61078.06,6.18,7.84,4.24,33288.17,1299565.78
83839.68,4.63,7.59,4.13,41648.34,1500298.11
78266.72,6.21,7.89,4.27,37244.16,1821375.82
71675.24,4.45,8.59,4.72,49482.34,1447903.23
87705.92,4.96,8.33,5.18,24573.36,1548997.35
52607.77,3.98,9.34,2.06,18286.23,649795.83
68500.65,5.81,8.22,5.59,39745.74,1312899.82
72487.42,7.57,6.31,5.51,44457.28,1649312.82
58835.67,5.86,7.85,3.9,39000.61,1424452.42
71788.02,6.62,7.71,3.83,42837.32,1537460.11
56789.04,8.31,8.93,1.0,41377.96,1766965.63
75942.96,6.38,6.01,2.45,21470.03,1029733.77
79857.4,5.22,7.55,4.62,38954.3,1405327.03
71485.53,5.36,6.3,5.46,49232.05,1205165.61
48835.88,5.98,7.51,4.88,37867.79,1028622.75
58278.91,5.35,6.77,3.89,23161.66,631914.53
74601.68,5.43,7.47,6.35,32849.47,1447838.63
68808.94,6.96,5.57,5.22,41688.81,1292654.88
39870.32,7.0,7.79,3.5,53984.63,1197165.28
81829.09,4.35,7.2,6.66,16746.27,1063167.85
70039.49,5.17,7.14,2.63,39748.23,1074328.86
59853.3,5.52,8.96,2.17,26910.84,1120151.16
79187.24,6.57,6.6,3.46,41202.19,1656082.26
61361.78,7.11,7.34,3.05,41997.23,1540518.64
61245.48,8.65,7.09,3.53,33849.01,1428707.14
72402.32,5.52,7.19,4.96,42431.62,1314608.2
87565.31,5.57,9.23,3.94,47476.46,2119869.66
85887.19,6.56,7.05,3.97,34529.63,1859511.17
72416.81,5.3,6.42,4.05,22891.68,908630.59
73511.11,5.84,8.88,1.14,50311.81,1665693.61
77018.8,5.57,6.68,2.12,44387.8,1432417.38
55186.07,3.38,5.37,3.51,41758.28,338717.44
75448.33,6.1,6.24,2.94,29305.16,1276935.02
60759.24,5.8,5.73,3.69,45943.45,956205.36
71977.34,7.24,5.17,5.71,56434.07,1734974.22
66158.65,5.99,6.62,3.89,34958.99,1174431.15
73924.88,4.74,6.92,2.35,37100.84,1280739.17
69841.75,5.72,8.18,3.0,25590.98,992820.57
35830.64,3.91,7.63,6.08,29021.55,22427.93
70489.63,4.78,7.58,5.86,25497.9,1155860.19
75427.07,6.61,6.09,4.71,37461.41,1357545.05
73335.7,5.74,7.88,2.06,32780.77,1235875.7
67489.64,6.89,8.4,4.36,39863.04,1602275.22
86085.16,4.03,7.39,4.45,27310.88,1264095.21
71901.61,5.74,7.42,4.01,34500.0,1310708.4
73247.72,5.51,5.71,3.28,26699.15,1036112.19
79715.19,6.93,8.05,3.53,38024.65,1852555.42
72447.52,6.65,8.79,3.19,19962.18,1459208.47
59011.93,6.62,7.32,2.57,37667.41,1360137.38
42595.2,7.51,6.39,5.66,33396.6,846684.16
63497.85,5.62,6.83,5.07,37959.07,1104262.98
76693.16,7.3,6.57,3.63,19764.25,1437134.01
64819.7,4.95,6.63,4.41,42661.05,1127918.54
77121.96,4.91,7.64,4.46,33197.98,1221447.04
70168.14,6.73,7.27,6.86,38317.84,1489140.83
82311.21,4.49,8.0,5.05,17602.51,1206600.59
65436.58,6.55,7.36,5.01,23828.87,1095116.28
73566.84,6.08,6.12,4.03,32290.72,1172131.51
73974.72,7.04,6.48,3.45,49814.84,1562941.13
84587.07,5.92,6.42,5.68,41396.17,1328263.12
50393.66,6.04,6.8,4.78,37452.01,846905.37
63697.28,6.48,8.8,2.96,26989.24,1337184.71
77626.48,5.32,8.96,4.54,25183.32,1320355.06
85059.16,5.28,7.83,5.01,38908.8,1792424.36
71141.68,6.45,7.11,1.4,43117.34,1408927.5
65463.36,5.95,5.61,2.85,38237.07,1147994.41
76652.37,5.58,7.21,4.43,53130.36,1703017.74
77841.63,5.9,6.19,1.61,29389.57,1464696.83
64749.73,7.56,8.64,1.81,37943.25,1720665.12
72103.42,5.54,5.37,3.65,19358.24,672626.6
81165.06,5.51,7.38,4.58,38257.63,1647701.92
88731.51,4.29,6.11,4.64,50746.53,1708992.2
76497.68,5.94,6.98,5.93,25826.02,1100301.54
69053.43,6.63,7.66,4.08,44521.16,1657710.74
68006.67,6.81,8.02,3.52,50465.32,1819243.88
74523.73,6.09,6.93,2.37,29317.6,1276126.79
67350.16,6.93,7.76,3.51,40797.38,1317206.58
70604.19,6.7,6.32,4.85,51840.85,1559093.76
57308.15,7.08,7.24,4.91,38450.47,1215183.95
82407.04,6.95,8.0,4.31,43971.15,2120657.36
56430.91,7.53,7.33,4.65,18556.55,1027420.4
63977.55,5.81,6.46,5.55,42089.58,1128645.65
69623.15,4.67,6.71,4.07,41296.58,1059791.26
89802.94,6.64,8.02,5.66,23000.35,1793508.2
64078.04,6.75,5.89,3.09,26592.04,1020972.84
61484.6,7.53,6.04,3.89,42157.72,1265492.36
62712.39,7.25,7.6,3.39,33158.58,1402858.51
86263.53,7.91,6.55,4.96,47198.99,2024008.14
38609.01,6.59,5.52,2.73,39246.96,329345.63
57895.82,6.21,8.35,3.58,36723.32,1315815.0
97693.08,4.61,5.88,1.69,34471.29,1559056.07
74880.62,6.29,6.79,4.71,39067.87,1494465.39
56795.41,5.43,6.36,5.51,44132.1,928904.67
68136.24,6.19,6.69,5.1,41461.47,1331848.05
69301.93,6.03,6.1,4.98,31964.64,1203579.07
77601.0,6.45,7.71,5.01,48464.41,1752534.78
88188.41,5.88,7.1,4.84,42690.62,1874367.42
72724.18,6.91,7.98,4.74,39986.45,1542234.11
62829.94,3.28,6.37,4.82,37073.09,659515.54
76971.75,6.17,9.14,3.17,41125.99,1817695.44
61141.02,7.17,5.07,3.73,17983.59,891530.83
57569.69,7.83,5.39,4.07,38557.99,1083903.64
49825.89,6.7,8.76,3.57,52441.82,1364665.31
51901.86,7.65,7.47,2.05,38346.37,1129908.0
59028.69,6.15,7.33,2.46,36991.51,1083860.71
56030.12,5.98,7.43,4.26,30248.85,987735.49
71921.47,6.5,7.57,5.09,41053.32,1393113.15
55799.78,5.98,7.29,3.99,34226.89,955550.07
35077.8,5.21,6.01,7.38,49157.8,568359.92
57456.99,5.47,7.82,2.85,27591.57,902214.05
63553.92,4.88,7.66,4.53,31673.87,1001030.53
62130.12,6.5,8.43,5.57,30199.29,1153435.82
84778.09,5.99,8.77,5.29,54371.2,2105132.98
62043.86,5.62,7.32,4.79,34279.58,1085550.71
77971.88,5.42,5.75,5.3,30723.33,1130492.77
68380.68,6.48,8.78,4.05,15413.85,1263786.94
68132.12,6.75,5.96,6.03,27117.63,1095936.47
59679.52,4.86,7.33,5.56,41402.26,972309.6
67956.49,4.71,6.73,2.93,41362.47,985923.2
60428.61,6.92,6.56,4.38,29699.81,1194449.66
70395.12,4.62,7.76,2.08,30251.12,960248.67
66065.05,6.52,7.24,5.85,54622.22,1633592.83
58515.16,7.58,7.51,4.26,62924.57,1965751.51
79154.61,7.58,6.17,5.64,47574.49,1945087.48
73132.27,6.71,6.81,3.85,51638.85,1749655.96
63807.55,6.68,6.21,1.7,53744.4,1471753.49
70133.66,8.21,6.79,7.22,58142.62,1971514.53
67689.62,3.67,6.87,4.14,33166.37,719527.37
59336.22,5.52,8.85,2.75,27446.19,1059767.58
69334.35,6.82,6.73,5.39,54360.39,1727226.44
61964.26,5.65,4.84,6.48,26592.38,708439.34
58511.9,7.21,8.4,3.73,25954.18,1347402.68
51287.55,5.94,7.44,3.86,26182.08,914730.02
64760.96,6.11,6.86,4.27,34858.89,1155798.95
74625.77,5.71,6.55,2.61,16468.07,1015517.84
61179.32,5.46,6.03,3.13,21939.39,498738.11
95448.71,5.44,8.95,6.17,29986.29,2132465.62
78022.64,6.25,7.04,3.82,24293.44,1298820.48
82484.55,5.21,5.23,2.95,46707.44,1449530.58
77058.7,6.92,7.32,3.42,36228.98,1603196.32
88330.83,6.63,8.21,5.3,41889.94,1993496.71
60195.13,7.07,7.15,1.55,40803.24,1325855.62
41290.66,4.86,6.08,4.29,34110.78,231567.7
63828.19,4.3,5.99,7.01,45970.21,676006.15
74532.49,5.98,6.06,6.48,40650.57,1472290.13
70197.87,8.85,8.53,4.69,33002.88,1968828.71
71518.99,7.23,6.92,5.6,19450.19,1185964.97
82661.26,5.43,5.29,5.59,41330.53,1401228.4
72654.97,6.4,7.38,3.83,23644.56,1363192.4
77097.81,6.7,7.13,5.12,39937.31,1577151.39
58569.14,4.63,6.54,6.18,36945.97,833465.52
56908.29,7.34,5.96,2.43,22661.34,1004862.82
85786.23,5.81,5.92,4.69,38727.59,1376175.1
69658.41,5.89,8.09,4.42,38061.85,1493270.57
61940.62,6.0,7.24,4.11,38097.85,1225376.94
61960.18,7.11,7.47,4.0,37621.94,1580343.44
61664.65,5.23,7.24,4.26,29688.05,984461.92
61026.91,4.29,7.32,4.37,42034.72,917572.86
54907.21,6.3,6.52,5.36,29338.02,838533.15
52591.52,3.96,6.78,4.57,25497.69,608366.51
66504.64,5.68,8.17,3.76,42858.74,1383373.9
62263.6,7.16,8.42,2.95,45457.07,1696103.4
80383.1,6.55,5.76,3.4,42179.52,1530960.07
71706.61,7.01,6.78,4.3,34106.59,1556066.88
71410.76,6.59,7.84,3.11,16913.8,1350903.88
60662.82,8.37,8.89,5.14,50868.77,1944799.63
67293.08,5.4,8.79,4.51,16758.66,1029695.58
72430.55,6.37,6.19,5.39,41979.66,1365840.56
76216.21,5.55,8.28,3.19,57107.1,1661414.09
67582.3,6.93,7.05,2.96,37646.45,1438767.36
80084.3,5.92,8.04,5.38,39053.49,1689104.22
68668.15,7.68,7.79,4.14,39927.76,1621706.95
77033.16,5.45,5.71,3.73,38129.81,1053203.38
63362.16,7.37,7.55,4.84,59492.84,1829033.27
49264.43,6.57,8.01,4.79,27794.59,980633.39
71443.17,5.95,6.97,2.44,26548.39,1210862.8
76313.5,6.52,6.74,5.68,32912.55,1347444.89
74715.05,6.24,5.4,3.48,53440.75,1549296.84
73082.67,6.33,7.68,6.07,30437.5,1406774.76
64867.76,5.78,7.2,2.34,40433.71,1327181.75
59984.7,5.29,6.06,4.37,46792.76,920323.46
74463.32,5.65,6.66,3.75,43894.41,1531503.83
73128.08,4.31,7.15,1.55,46267.38,1409655.13
62604.94,6.81,6.43,4.79,50236.51,1434546.67
80407.24,4.76,6.99,1.61,39222.2,1402623.11
59173.42,5.76,5.22,3.62,31626.79,822934.22
62363.81,6.62,8.35,5.34,37624.15,1328476.69
86024.02,6.81,7.01,3.33,32797.89,1679482.89
77840.35,4.22,5.88,2.87,61189.4,1439145.02
64767.34,5.89,4.51,4.96,30876.38,992421.53
71645.9,6.44,8.03,3.67,40958.17,1487477.44
70232.78,6.03,7.55,3.48,21266.91,1316451.97
39320.25,7.31,7.2,5.55,37481.22,887332.57
58921.8,5.17,7.86,2.54,33313.49,982590.88
68041.08,3.95,7.86,3.41,42869.18,1251733.37
64782.23,6.78,7.19,5.05,43127.9,1652144.58
71216.62,5.45,6.73,2.46,50226.71,1458024.06
80621.02,4.24,6.57,6.16,49438.38,1513282.35
65156.07,5.82,7.42,3.71,35504.92,1117415.21
57310.52,7.2,8.4,5.06,26789.97,1204511.52
72045.27,4.73,6.89,5.05,27953.97,866980.17
65101.85,8.29,8.48,3.79,39167.67,1747665.15
66919.68,5.15,7.37,3.39,37729.03,1220696.14
65473.28,6.07,7.37,3.93,38722.92,1321832.09
92476.51,4.77,9.42,4.86,30852.03,1973966.79
44701.57,6.02,8.66,2.77,50427.58,1383869.79
64444.14,5.85,8.69,2.5,21546.61,1124279.94
68543.68,4.51,6.18,5.81,30302.63,774218.49
60257.58,8.78,9.2,3.08,25472.71,1768839.17
78173.34,5.49,6.91,4.42,34088.94,1479286.27
77250.7,5.49,6.76,3.73,48535.17,1577265.3
68074.03,6.94,4.81,3.79,33307.04,1174649.46
65698.16,7.78,7.32,5.74,37170.16,1615028.59
67389.76,7.1,5.9,3.88,42755.61,1292475.06
67466.18,4.79,7.4,3.54,32834.99,925391.76
67747.7,6.19,5.82,3.65,39960.58,1193109.01
66579.31,4.12,8.81,3.36,38651.75,1156824.94
71273.6,6.87,7.55,3.16,24939.72,1394915.84
76610.73,4.36,9.29,3.37,31554.67,1370990.11
55470.89,5.18,5.96,6.03,39682.26,617567.58
57385.02,5.98,8.55,4.86,48888.76,1201675.68
